universalmessageid,socialnetwork,senderuserid,senderscreenname,senderlistedname,senderprofileimgurl,senderprofilelink,senderfollowerscount,senderinfluencerscore,senderage,sendergender,originalauthor,originalauthorprofilelink,title,message,messagetype,createdtime,language,languagecode,countrycode,mediatypelist,permalink,domain,retweets,tweetgenerator,favorites,receiverid,receiverscreenname,assignedby,assignedto,spam,status,intellocation,priority,starrating,sentiment,reviewsource,experiencescoremessagelevel,clientqueues,partnerqueues,clientcustomprops,partnercustomprops,customtags,actiontime,geotarget,postid,associatedcases,location,country,state,city,latitude,longitude,senderemail,v55,campaignname,year,TwitterHandle,TwitterHandleCustomerService,Cik,Gvkey
TWITTER_2_1059519660066975744,TWITTER,189700605,Villakarlalor,Karla Villa,https://pbs.twimg.com/profile_images/1341889095379795968/ZN2HjBnj_normal.jpg,,286,0,0,F,,,,"Last night I went to Safeway to buy an ice cream cake to have at my parents, and some guy In line ended up paying for it and a few other things bc it was my birthday lmao there are good ppl in this world ð",Twitter Update,55:46.5,,,US,,https://twitter.com/Villakarlalor/status/1059519660066975744,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,55:46.5,,,,"Everett, Washington, United States",United States,,,47.978981,-122.20208,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059520230634991617,TWITTER,1489330248,huntergatherr,Hunter Gatherr,https://pbs.twimg.com/profile_images/3770330476/2e7407a9f98a4fd26b1340b01a9dd952_normal.jpeg,,16,0,0,,,,,littleacresfarms is an adorable brand new Farm stands in Pennington New Jersey with all the best organic and locally-grown Fresh Products. No #Wholefoods pricing!! CHECK OUT OURâ¦ instagram.com/p/Bpzz0wFDYnZ/â¦,Twitter Update,58:02.6,,,US,LINK,https://twitter.com/huntergatherr/status/1059520230634991617,twitter.com,0,Instagram,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,58:02.6,,,,"Philadelphia, Pennsylvania, United States",United States,,,39.952339,-75.163788,,Twitter Update,,2018,WholeFoods,WholeFoods,865436,24893
TWITTER_2_1059520726779224069,TWITTER,85636873,JamesCityCounty,James City County,https://pbs.twimg.com/profile_images/2634488433/99075bd5486ba77729927a1376b5ca0a_normal.jpeg,,5170,0,0,M,,,,"On Saturday, Nov. 10, the boat ramp & fishing pier at Chickahominy Riverfront Park will be closed to the public until 4 p.m. for a regatta. Kayak, canoe & stand-up paddleboard rentals will not be available the entire day. Info: 757-258-5020, jamescitycountyva.gov/Facilities/Facâ¦ #jccparksrec https://t.co/Hsc1Aj6Pc9",Twitter Update,00:00.9,,,US,PHOTO,https://twitter.com/JamesCityCounty/status/1059520726779224069,twitter.com,0,TweetDeck,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,00:00.9,,,,"Williamsburg, Virginia, United States",United States,,,37.270699,-76.707458,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059520999119577088,TWITTER,2841431615,730germantown,Germantown Gardens,https://pbs.twimg.com/profile_images/664796684321427457/bElEA5kG_normal.png,,143,0,0,,,,,WINNER of our Halloween Pet Contest! $25 gift certificate for PetSmart!  WOOHOO. Call us for a tour of your new apartment home  423.629.1980 pic.twitter.com/t7d2JFFspS,Twitter Update,01:05.8,,,US,PHOTO,https://twitter.com/730germantown/status/1059520999119577088,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,01:05.8,,,,"East Ridge, Tennessee, United States",United States,,,35.01424,-85.2519,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059521645986136064,TWITTER,111677419,Colomamotors,mark p,https://pbs.twimg.com/profile_images/1196038064/image_normal.jpg,,13,0,0,,,,,"We have another great deal for you guys this week. We have the Wilderness Systems Pungo 120 Ultralite marked from $1,299 down to just $799! This would make an amazing inland or big lake kayak. At 12 feet, this... facebook.com/448151055250/pâ¦",Twitter Update,03:40.0,,,US,LINK,https://twitter.com/Colomamotors/status/1059521645986136064,twitter.com,0,Facebook,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,03:40.0,,,,"Coloma, Michigan, United States",United States,,,42.18615,-86.308357,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059521892867022849,TWITTER,16438598,BoatingCampaign,BoatingCampaign,https://pbs.twimg.com/profile_images/1009211646164652032/QTUX7NxK_normal.jpg,,16633,0,0,,,,,Boat in Pennsylvania? Mandatory life jacket wear is required on boats less than 16 feet in length or on any canoe or kayak now through April 30. ow.ly/lqtt30mvpZ2,Twitter Update,04:38.9,,,US,LINK,https://twitter.com/BoatingCampaign/status/1059521892867022849,twitter.com,2,Hootsuite Inc.,3,,,,,FALSE,,,,,NEUTRAL,,,,,,,,04:38.9,,,,"Washington, D.C., United States",United States,,,38.917061,-77.000252,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059522771963858944,TWITTER,9.67E+17,macondailynews,Macon Daily,https://twitter.com/macondailynews/profile_image?size=original,,0,0,0,,,,,CafePress $PRSS Lifted to Buy at ValuEngine macondaily.com/?p=1298434,Twitter Update,08:08.5,,,US,LINK,https://twitter.com/macondailynews/status/1059522771963858944,twitter.com,0,Zapier.com,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,08:08.5,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,cafepress,cafepress,1117733,188855
TWITTER_2_1059523065615396866,TWITTER,246587075,indywithkids,Indy with Kids,https://pbs.twimg.com/profile_images/550857346608398337/00B819Aq_normal.png,,4616,0,0,,,,,Tuesday is our first hands on Safe Sleep Cafe for parents. Join us at Gymboree for a free morning chatting with other parents and safety professionals from Riley Children's Health. We have SWAG and sleepers for... facebook.com/indywithkids/pâ¦,Twitter Update,09:18.5,,,US,LINK,https://twitter.com/indywithkids/status/1059523065615396866,twitter.com,0,Facebook,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,09:18.5,,,,"Indiana, United States",United States,,,40.00032,-86.250267,,Twitter Update,,2018,Gymboree,,786110,28018
TWITTER_2_1059523201695444994,TWITTER,248458558,AZHbomb,Heather Page-Farlow,https://pbs.twimg.com/profile_images/1443611491710607361/5CEfyy_Q_normal.jpg,,1479,0,0,F,,,,Hooch stuff (@ PetSmart) on #Yelp yelp.com/biz/petsmart-pâ¦,Twitter Update,09:50.9,,,US,LINK,https://twitter.com/AZHbomb/status/1059523201695444994,twitter.com,0,Yelp,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,09:50.9,,,,"Phoenix, Arizona, United States",United States,,,33.44838,-112.07404,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059523540377133059,TWITTER,36801459,nucanoe,NuCanoe,https://pbs.twimg.com/profile_images/431855919211634688/HIbDt-OR_normal.png,,955,0,0,,,,,Kayak Duck Hunting in the NuCanoe Flint by Will Clements youtu.be/9wpqpMP3oFQ?a,Twitter Update,11:11.7,,,US,LINK,https://twitter.com/nucanoe/status/1059523540377133059,twitter.com,1,Google,1,,,,,FALSE,,,,,NEUTRAL,,,,,,,,11:11.7,,,,"Bellingham, Washington, United States",United States,,,48.759548,-122.48822,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059524196299091969,TWITTER,222545398,TishColeman,Tish Coleman,https://pbs.twimg.com/profile_images/1064636463294410753/CjBazo95_normal.jpg,,344,0,0,F,,4577,,Hey Fall (Sunday)! When In Chill(y) mode where a cute hatððâð½ððððð,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWITTER_2_1059524298623385608,TWITTER,9.81E+17,MODSFTL,Museum of Discovery and Science,https://pbs.twimg.com/profile_images/1469353708609810443/k7EzGntN_normal.jpg,,1135,0,0,,,,,"WIN a family four pack of tickets to see the heartwarming holiday film, The Grinch showing 11/8-11/15 on the BIGGEST screen in SoFL at AutoNation IMAX Theater.  Watch the... today.com/video/benedictâ¦",Twitter Update,14:12.5,,,US,LINK,https://twitter.com/MODSFL/status/1059524298623385608,twitter.com,0,Facebook,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,14:12.5,,,,"Fort Lauderdale, Florida, United States",United States,,,26.122311,-80.143379,,Twitter Update,,2018,AutoNation,AutoNation,350698,9063
TWITTER_2_1059524333368983553,TWITTER,9.72E+17,The_CasualSmart,The Casual Smart,https://twitter.com/The_CasualSmart/profile_image?size=original,,0,0,0,,,,,Dynamo Internacional Gestao De Recursos Ltda Raised Its Holding in Mercadolibre INC $MELI by $44.25 Million cardinalweekly.com/dynamo-internaâ¦,Twitter Update,14:20.7,,,US,LINK,https://twitter.com/The_CasualSmart/status/1059524333368983553,twitter.com,0,The_CasualSmart,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,14:20.7,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,Mercadolibre,ml_ajuda,1099590,178081
TWITTER_2_1059524887176392704,TWITTER,180387231,TheHawaiianGay_,Kai ðº,https://pbs.twimg.com/profile_images/1300878976802385922/_Y2fLF9w_normal.jpg,,8164,0,0,,,,,Got all the way to Safeway to grab coffee and bug spray and realized I forgot my wallet at home... ugh,Twitter Update,16:32.8,,,US,,https://twitter.com/TheHawaiianGay_/status/1059524887176392704,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,16:32.8,,,,Ocean Pointe,United States,,Ocean Pointe,21.303602,-158.04491,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059525908896366597,TWITTER,2266388972,midetimes,MidEast Times,https://pbs.twimg.com/profile_images/417030592358662144/QDAne7E5_normal.png,,682,0,0,F,,,,Connâs $CONN versus hhgregg $HGGGQ Head to Head Survey dailypolitical.com/?p=2480939 #stocks,Twitter Update,20:36.4,,,US,LINK,https://twitter.com/midetimes/status/1059525908896366597,twitter.com,0,Zapier.com,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,20:36.4,,,,"Florida, United States",United States,,,28.75054,-82.500099,,Twitter Update,,2018,hhgregg,,1396279,177882
TWITTER_2_1059528545053995008,TWITTER,30799310,jcdehart,Jen DeHart ð·,https://pbs.twimg.com/profile_images/1326317533813616646/BPVRj1hg_normal.jpg,,1420,0,0,F,,,,Thereâs tons of ballot drop locations around CO. Dropped mine off Saturday at a local Safeway and got a sticker (which I wore all day)!,Twitter Update,31:04.9,,,US,,https://twitter.com/jcdehart/status/1059528545053995008,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,31:04.9,,,,"Fort Collins, Colorado, United States",United States,,,40.585258,-105.08442,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059528628281790465,TWITTER,2256955056,JoeyRidenour1,Joey Ridenour,https://pbs.twimg.com/profile_images/1467306110524792833/zHtLqDhV_normal.jpg,,393,0,0,M,,,,Win a $500 Shutterfly Gift Card!  ellentube.com/giveaway/win-aâ¦,Twitter Update,31:24.7,,,US,LINK,https://twitter.com/JoeyRidenour1/status/1059528628281790465,twitter.com,0,Twitter for Android,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,31:24.7,,,,"Dothan, Alabama, United States",United States,,,31.22323,-85.390488,,Twitter Update,,2018,Shutterfly,,1125920,175376
TWITTER_2_1059530543782617088,TWITTER,2239826263,VandyRec,Vandy Rec Center,https://pbs.twimg.com/profile_images/786258266779185152/HWcTaubP_normal.jpg,,422,0,0,,,,,Register today to grab your spot for the kayak clinic this week. Weâll be at the pool from 7-9 pm to help you get the whitewater kayak roll. pic.twitter.com/MhlPpJ5CrL,Twitter Update,39:01.4,,,US,PHOTO,https://twitter.com/VandyRec/status/1059530543782617088,twitter.com,0,Sprout Social,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,39:01.4,,,,"Nashville, Tennessee, United States",United States,,,36.16589,-86.784439,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059530978845253633,TWITTER,451170373,iftrans,Tim Barrett,https://pbs.twimg.com/profile_images/1854236225/ift-twitter_normal.jpg,,75,0,0,,,,,"PRESS RELEASE:     Combining Transportation Effortsâ¦  
IFT-SAFEWAY LLC,  
256 Seaboard Lane, Suite E-101 
Franklin, TN 37067
  
For release:â¦.. Effective November the 1st, 2018, IFT, Inc, based out of Franklin, TN with (MC769263)... integrityfirsttransportation.com",Twitter Update,40:45.1,,,US,LINK,https://twitter.com/iftrans/status/1059530978845253633,twitter.com,1,Facebook,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,40:45.1,,,,"Brentwood, Tennessee, United States",United States,,,36.033119,-86.782784,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059531126916694018,TWITTER,98288876,tonetoatlanta,ToNeTo Atlanta,https://pbs.twimg.com/profile_images/691984091/baby_normal.jpg,,4290,0,0,F,,,,Color me shocked ð,Twitter Update,41:20.4,,,US,,https://twitter.com/tonetoatlanta/status/1059531126916694018,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,41:20.4,,,,"Atlanta, Georgia, United States",United States,,,33.749001,-84.387978,,Twitter Update,,2018,WholeFoods,WholeFoods,865436,24893
TWITTER_2_1059531303064924160,TWITTER,17248079,booksamillion,Books-A-Million,https://pbs.twimg.com/profile_images/1138805217103888384/i_ygYPr4_normal.png,,42211,0,0,,,,,"Written by one of the greatest scribes in the history of the medium, Alan Moore, the V FOR VENDETTA 30th Anniversary Deluxe Edition brings the groundbreaking title back into hardcover for the first time in years. #Preorder now at #BooksAMillion. bit.ly/2yCMRVK https://t.co/7GmbMD82Wv",Twitter Update,42:02.4,,,US,PHOTO,https://twitter.com/booksamillion/status/1059531303064924160,twitter.com,1,Sprout Social,4,,,,,FALSE,,,,,POSITIVE,,,,,,,,42:02.4,,,,"Birmingham, Alabama, United States",United States,,,33.52066,-86.80249,,Twitter Update,,2018,booksamillion,,891919,25896
TWITTER_2_1059532838792544257,TWITTER,44906914,cfo,CFO,https://pbs.twimg.com/profile_images/1365406020864983043/k2P66Col_normal.jpg,,65239,0,0,,,,,Rising Logistics Costs Fuel Sysco Earnings Miss - ww2.cfo.com/financial-perfâ¦ -,Twitter Update,48:08.6,,,US,LINK,https://twitter.com/cfo/status/1059532838792544257,twitter.com,0,Our SNAP for WP,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,48:08.6,,,,"New York, United States",United States,,,43.000351,-75.499901,,Twitter Update,,2018,Sysco,SYSCOSOFTWARE,96021,10247
TWITTER_2_1059532920682094594,TWITTER,8.98E+17,shawnericgray,Shawn Eric Gray,https://twitter.com/shawnericgray/profile_image?size=original,,0,0,0,,,,,#LowCostRX #Rx #DurgCost #medicine #MedicalDiscounts #DrugStore #DrugDiscountCard #BestDrugDiscount #SaveOnRX #lowerDrugCosts #ReducedRX #pharmacy #pharmacyDiscount #MedicalCosts #CVSDiscount #WalgreensDiscount #RiteAidDiscount #WalmartDiscount #CVS #Walgreens #RiteAid #Caremark pic.twitter.com/G2Qs1ojSIj,Twitter Update,48:28.1,,,US,PHOTO,https://twitter.com/ShawnEricGray/status/1059532920682094594,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,48:28.1,,,,"Texas, United States",United States,,,31.250441,-99.25061,,Twitter Update,,2018,riteaid,,84129,9155
TWITTER_2_1059533127209562112,TWITTER,15329370,inkprincess,Kreepy Kris,https://pbs.twimg.com/profile_images/1459650509464227844/GHir16eW_normal.jpg,,399,0,0,F,,,,I got carded at Safeway this morning. Hahaha. 43 year old me is amused.,Twitter Update,49:17.4,,,US,,https://twitter.com/inkprincess/status/1059533127209562112,twitter.com,0,TweetCaster for Android,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,49:17.4,,,,"Bellevue, Washington, United States",United States,,,47.610378,-122.20068,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059534343847194639,TWITTER,28430140,logisticsnews,Logistics News,https://pbs.twimg.com/profile_images/496944380071014400/jwXba5F4_normal.jpeg,,50238,0,0,,,,,"""Rising Logistics Costs Fuel Sysco Earnings Miss"" ift.tt/2PEaR4K #logistics #news",Twitter Update,54:07.4,,,US,LINK,https://twitter.com/logisticsnews/status/1059534343847194639,twitter.com,1,IFTTT,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,54:07.4,,,,"Village of South Floral Park, New York, United States",United States,,,40.711319,-73.700737,,Twitter Update,,2018,Sysco,SYSCOSOFTWARE,96021,10247
TWITTER_2_1059535095781081091,TWITTER,2428717886,JTFfresno,Just the Facts: Fresno,https://pbs.twimg.com/profile_images/1207484597170102272/w2Nmrz_1_normal.jpg,,170,0,0,,,,,Grocery News: .HarrisTeeter grows partnership with Shipt ow.ly/u9Sz30mvsKN via SN_news #onlinegrocery https://t.co/pSyIGFKRPf,Twitter Update,57:06.7,,,US,PHOTO,https://twitter.com/STIRRnews/status/1059535095781081091,twitter.com,0,IFTTT,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,57:06.7,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,HarrisTeeter,HarrisTeeter,85704,9284
TWITTER_2_1059535308847378432,TWITTER,8.93E+17,dlindgrenmd,DHozerMD,https://pbs.twimg.com/profile_images/1080337981062303744/JCxOe5_X_normal.jpg,,1347,0,0,M,,,,"NOM! Lunch has arrived! Safeway chicken, potato salad, and apple cobbler.",Twitter Update,57:57.5,,,US,,https://twitter.com/dlindgrenmd/status/1059535308847378432,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,57:57.5,,,,"Boulder, Colorado, United States",United States,,,40.014992,-105.27055,,Twitter Update,,2018,Safeway,,86144,9359
TWITTER_2_1059535316749447168,TWITTER,744124028,GanjaNet,Ganja.Net,https://pbs.twimg.com/profile_images/559875572621254656/dzCRYXFN_normal.jpeg,,26,0,0,,,,,"Alvit LCS, Bazelet team on medical cannabis Medical cannabis Photo: Shutterstock ganja.net/alvit-lcs-bazeâ¦",Twitter Update,57:59.4,,,US,LINK,https://twitter.com/GanjaNet/status/1059535316749447168,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,57:59.4,,,,"San Francisco, California, United States",United States,,,37.774929,-122.41942,,Twitter Update,,2018,Shutterstock,,1549346,3382
TWITTER_2_1059535848444702720,TWITTER,19679993,FullSail,Full Sail University,https://pbs.twimg.com/profile_images/1410584435737731076/b-uptubN_normal.jpg,,250588,0,0,,,,,"Volunteer w/ Orlando Sports Foundation - 2018 AutoNation Cure Bowl. Join us for an informational meeting on how to volunteer:

When: Thurs. Nov. 8, 6 p.m.
Where: UCF Executive Development Center
             36 W Pine Street Orlando, FL 32801
Register: bit.ly/2SKxoeV https://t.co/dVkrKF5VUV",Twitter Update,00:06.1,,,US,PHOTO,https://twitter.com/FullSail/status/1059535848444702720,twitter.com,0,Salesforce - Social Studio,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,00:06.1,,,,"Winter Park, Florida, United States",United States,,,28.6,-81.339241,,Twitter Update,,2018,AutoNation,AutoNation,350698,9063
TWITTER_2_1059536638446067713,TWITTER,1063381525,ggallagher71,Gina Gallagher,https://pbs.twimg.com/profile_images/1038886340493029376/UFTyvOhx_normal.jpg,,2976,0,0,F,,,,Get a $10 PetSmart Gift Card when you spend $40 on participating Pro PlanÂ® products. Register here: bit.ly/petsmartproplan #Sweepstakes,Twitter Update,03:14.5,,,US,LINK,https://twitter.com/ggallagher71/status/1059536638446067713,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,03:14.5,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,PetSmart,,863157,28648
TWITTER_2_1059536643215032322,TWITTER,68141374,FreeRxSaver,FREE Rx Saver,https://pbs.twimg.com/profile_images/507551497232465920/WDdTvFhg_normal.jpeg,,11301,0,0,,,,,#RITEAID Pharmcy 04215 located at 1535 Second Avenue New York NY 10021 Accepts our discount #prescription card. Ask for youâre #medication savings on your next fill,Twitter Update,03:15.6,,,US,,https://twitter.com/FreeRxSaver/status/1059536643215032322,twitter.com,0,Postcron App,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,03:15.6,,,,United States,United States,,,39.759998,-98.5,,Twitter Update,,2018,riteaid,,84129,9155
TWITTER_2_1059537284763140096,TWITTER,4875050985,SRI_SoccerRI,Soccer Rhode Island,https://pbs.twimg.com/profile_images/695018742586200066/6BSx1YKu_normal.png,,229,0,0,,,,,Visit our sponsor Shutterfly bit.ly/2RzbaLp for special pricing on all your holiday cards and photo gifts https://t.co/WuIXAyJJ9C,Twitter Update,05:48.6,,,US,PHOTO,https://twitter.com/SRI_SoccerRI/status/1059537284763140096,twitter.com,0,Twitter for Android,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,05:48.6,,,,"Cranston, Rhode Island, United States",United States,,,41.779819,-71.437279,,Twitter Update,,2018,Shutterfly,,1125920,175376
TWITTER_2_1059537936813842433,TWITTER,20084456,FurnitureToday,Furniture Today,https://pbs.twimg.com/profile_images/803263447794384897/YO_WfTQU_normal.jpg,,34157,0,0,,,,,"Tempur Sealy's CEO criticizes #MattressFirm, until last year the companyâs biggest dealer, for its promotional practices. hubs.ly/H0fpNLv0 https://t.co/niYuxESUfI",Twitter Update,08:24.1,,,US,PHOTO,https://twitter.com/FurnitureToday/status/1059537936813842433,twitter.com,0,HubSpot,0,,,,,FALSE,,,,,NEGATIVE,,,,,,,,08:24.1,,,,"Greensboro, North Carolina, United States",United States,,,36.072639,-79.791977,,Twitter Update,,2018,MattressFirm,,1419852,161036
TWITTER_2_1059539176016756736,TWITTER,1638358946,mcalpinebrian15,BLM,https://pbs.twimg.com/profile_images/1213247100764471297/sU8-P9lr_normal.jpg,,290,0,0,,,,,"Snook fishing in the myakka is fucking nuts right now, caught over a dozen between 26 and 32 and watches one monster break my 40# leader line at my kayak",Twitter Update,13:19.5,,,US,,https://twitter.com/mcalpinebrian15/status/1059539176016756736,twitter.com,0,Twitter for Android,0,,,,,FALSE,,,,,NEGATIVE,,,,,,,,13:19.5,,,,Florida,United States,,,24.396309,-87.634644,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059540645885276160,TWITTER,3327153325,QuantumMcKennic,Quantum McKennic,https://pbs.twimg.com/profile_images/635634166021787648/Kbx0d8d6_normal.jpg,,570,0,0,M,,,,This is a guinea pig in a kayak. With a tiny helmet. Youâre welcome,Twitter Update,19:09.9,,,US,,https://twitter.com/QuantumMcKennic/status/1059540645885276160,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,19:09.9,,,,"Seattle, Washington, United States",United States,,,47.606209,-122.33207,,Twitter Update,,2018,KAYAK,http://kayak.com/support,1312928,186473
TWITTER_2_1059541281041350656,TWITTER,4351812256,eotocaforg,EachOne TeachOne Culinary Arts Foundation,https://pbs.twimg.com/profile_images/1288949292137361408/XwjI7jMm_normal.jpg,,190,0,0,,,,,#MondayMotivation #nojounalnecessary #eathealthy #behealthy #eatclean #wholefoods #superfoods #livestrong #healthylife #healthybody #healthymind #eotocaforg pic.twitter.com/4aUqQc2Nky,Twitter Update,21:41.4,,,US,PHOTO,https://twitter.com/eotocaforg/status/1059541281041350656,twitter.com,0,Twitter for Android,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,21:41.4,,,,"Charlotte, North Carolina, United States",United States,,,35.227089,-80.843132,,Twitter Update,,2018,WholeFoods,WholeFoods,865436,24893
TWITTER_2_1059541424709033985,TWITTER,578219558,unsweetcc,clarissa ð,https://pbs.twimg.com/profile_images/1138162617116168192/AuSDUtwD_normal.jpg,,308,0,0,,,,,please get your prayers ready for thanksgiving as my aunt is filling up my cousin's Belk modeling portfolio with the new images from this holiday season,Twitter Update,22:15.6,,,US,,https://twitter.com/champalo/status/1059541424709033985,twitter.com,0,Twitter Web Client,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,22:15.6,,,,"Nashville, Tennessee, United States",United States,,,36.16589,-86.784439,,Twitter Update,,2018,belk,,1051771,117981
TWITTER_2_1059542375276646402,TWITTER,28756492,blakcirclegirl,BlakCircleGirl,https://pbs.twimg.com/profile_images/709771518981464069/kK69pr7Q_normal.jpg,,1640,0,0,F,,,,"Bats In Flight buff.ly/2Oz5CmS
RedBubble: buff.ly/2Obsnx1
CafePress:
buff.ly/2ObFzlJ
buff.ly/2Qxiwyl
Zazzle:
buff.ly/2OeUWKk
Society6: 
buff.ly/2O9rCF0
ArtsAdd:
buff.ly/2Qxix5n 
on #Amazon & #3dRose under ""BlakCircleGirl""! https://t.co/rF1D0Nm4zN",Twitter Update,26:02.3,,,US,"PHOTO,PHOTO",https://twitter.com/blakcirclegirl/status/1059542375276646402,twitter.com,0,Buffer,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,26:02.3,,,,"California, United States",United States,,,37.250221,-119.75126,,Twitter Update,,2018,cafepress,cafepress,1117733,188855
TWITTER_2_1059543460187959296,TWITTER,2853745694,hodgepodge715,Rebecca Hodge,https://pbs.twimg.com/profile_images/1420129355582291978/-i9LqaHX_normal.jpg,,374,0,0,F,,,,Shop #zulily on #ibotta WOW my Christmas shopping just got real pic.twitter.com/3h3y984wh5,Twitter Update,30:20.9,,,US,PHOTO,https://twitter.com/hodgepodge715/status/1059543460187959296,twitter.com,0,Twitter for iPhone,0,,,,,FALSE,,,,,POSITIVE,,,,,,,,30:20.9,,,,"Louisiana, United States",United States,,,31.000469,-92.000397,,Twitter Update,,2018,tandyleather,,909724,28675
TWITTER_2_1059543663506845696,TWITTER,3311070118,bangtanboyspins,Joons Garden ð±,https://pbs.twimg.com/profile_images/1397028867081179137/LvvkrY7l_normal.jpg,,3215,0,0,F,,,,"These are the shutterfly prints that will be added to Large Grab bags for my pins as well as the Photocard Grab Bag listing here [etsy.com/listing/642118â¦] I hung them all up today. Not *that* bad, but not as good as my normal printer. ð­ https://t.co/zwL707NPGj",Twitter Update,31:09.4,,,US,"PHOTO,PHOTO",https://twitter.com/iPvPCrops/status/1059543663506845696,twitter.com,1,Twitter Web Client,1,,,,,FALSE,,,,,NEUTRAL,,,,,,,,31:09.4,,,,"Kill Devil Hills, North Carolina, United States",United States,,,36.03072,-75.67601,,Twitter Update,,2018,Shutterfly,,1125920,175376
TWITTER_2_1059543966817964032,TWITTER,61661638,AmericanBanking,US Banking News,https://pbs.twimg.com/profile_images/541252987/Image5_normal.jpg,,8496,0,0,M,,,,Recent Analystsâ Ratings Changes for AutoNation $AN americanbankingnews.com/?p=8498788 #stocks,Twitter Update,32:21.7,,,US,LINK,https://twitter.com/AmericanBanking/status/1059543966817964032,twitter.com,0,Zapier.com,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,32:21.7,,,,"Sioux Falls, South Dakota, United States",United States,,,43.549969,-96.700333,,Twitter Update,,2018,AutoNation,AutoNation,350698,9063
TWITTER_2_1059543975693086721,TWITTER,7.32E+17,CFinancialNews,Community Financial,https://pbs.twimg.com/profile_images/732362091781312513/l5uerSUM_normal.jpg,,416,0,0,,,,,Recent Analystsâ Ratings Changes for AutoNation $AN americanbankingnews.com/?p=8498788 #markets,Twitter Update,32:23.8,,,US,LINK,https://twitter.com/CFinancialNews/status/1059543975693086721,twitter.com,0,Zapier.com,0,,,,,FALSE,,,,,NEUTRAL,,,,,,,,32:23.8,,,,"Sioux Falls, South Dakota, United States",United States,,,43.549969,-96.700333,,Twitter Update,,2018,AutoNation,AutoNation,350698,9063
